Numero de Pedido;Sucursal;Fecha de Pedido;Monto bruto de la venta;Descuento comercial neto otorgado x PeYa;Descuento otorgado por el local;Cupon otorgado por el local;Desc. neto otorgado por Peya a usuarios;Descuentos neto por Retiro en el local;Descuento por Comodín pago por el local;Envío a cargo del local;Monto neto de la Venta ($);Descuentos PedidosYa a cobrar ($);Monto comisionable Servicios PedidosYa;Servicio Ventas PedidosYA (%);Servicio Logística PedidosYA (%);Servicio Ventas PedidoYa ($);Servicio Logística PedidosYa ($);Monto venta + envió cobrado por el local;Descuento tarifa de servicio al cliente;Pedido con Comodin;Método de pago;Cobrado por;Método de entrega
1898626379;2docemarket;14/2/2026;7;0;0;0;0;0;0;0;7;0;7;5.00%;5.00%;0.35;0.35;7;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1898635273;2docemarket;14/2/2026;11;0;0;0;0;0;0;0;11;0;11;5.00%;5.00%;0.55;0.55;11;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1898629229;2docemarket;14/2/2026;15;0;0;0;0;0;0;0;15;0;15;5.00%;5.00%;0.75;0.75;15;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1898636761;2docemarket;14/2/2026;45;0;0;0;0;0;0;0;45;0;45;5.00%;5.00%;2.25;2.25;45;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1898682858;2docemarket;14/2/2026;22.28;0;5.6;0;0;0;0;0;16.68;0;16.68;5.00%;5.00%;0.83;0.83;0;0;No;Pago fuera de la aplicación;PedidosYa;Envío de PedidosYa
1898755075;2docemarket;14/2/2026;30.12;0;0;0;0;0;0;0;30.12;0;30.12;5.00%;5.00%;1.51;1.51;30.12;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1898736757;2docemarket;14/2/2026;30;0;0;0;0;0;0;0;30;0;30;5.00%;5.00%;1.5;1.5;30;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1898815685;2docemarket;14/2/2026;8.44;0;0;0;0;0;0;0;8.44;0;8.44;5.00%;5.00%;0.42;0.42;8.44;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1898866030;2docemarket;14/2/2026;19.45;0;0;0;1.3;0;0;0;17.94;1.51;19.45;5.00%;5.00%;0.97;0.97;17.94;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1898897035;2docemarket;14/2/2026;10.55;0;0;0;0;0;0;0;10.55;0;10.55;5.00%;5.00%;0.53;0.53;10.55;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1898931274;2docemarket;14/2/2026;12.76;0;0;0;0;0;0;0;12.76;0;12.76;5.00%;5.00%;0.64;0.64;12.76;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1898948226;2docemarket;14/2/2026;33.46;0;0;0;0;0;0;0;33.46;0;33.46;5.00%;5.00%;1.67;1.67;33.46;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1898990100;2docemarket;14/2/2026;33.41;0;0;0;0;0;0;0;33.41;0;33.41;5.00%;5.00%;1.67;1.67;33.41;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1898983904;2docemarket;14/2/2026;10.24;0;0;0;1.65;0;0;0;8.33;1.91;10.24;5.00%;5.00%;0.51;0.51;8.33;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1899331614;2docemarket;14/2/2026;30;0;0;0;0;0;0;0;30;0;30;5.00%;5.00%;1.5;1.5;30;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1899332932;2docemarket;14/2/2026;27.6;0;0;0;0;0;0;0;27.6;0;27.6;5.00%;5.00%;1.38;1.38;0;0;No;Pago en la aplicación;PedidosYa;Envío de PedidosYa
1899330138;2docemarket;14/2/2026;8.01;0;0;0;0;0;0;0;8.01;0;8.01;5.00%;5.00%;0.4;0.4;0;0;No;Pago en la aplicación;PedidosYa;Envío de PedidosYa
1899397873;2docemarket;14/2/2026;9.52;0;0;0;0;0;0;0;9.52;0;9.52;5.00%;5.00%;0.48;0.48;9.52;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1899400409;2docemarket;14/2/2026;6.62;0;0;0;0;0;0;0;6.62;0;6.62;5.00%;5.00%;0.33;0.33;6.62;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1899514444;2docemarket;14/2/2026;10.24;0;0;0;0;0;0;0;10.24;0;10.24;5.00%;5.00%;0.51;0.51;10.24;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1899527589;2docemarket;14/2/2026;4;0;0;0;0;0;0;0;4;0;4;5.00%;5.00%;0.2;0.2;4;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1899528246;2docemarket;14/2/2026;15;0;0;0;0;0;0;0;15;0;15;5.00%;5.00%;0.75;0.75;15;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1899529455;2docemarket;14/2/2026;13.9;0;0;0;0;0;0;0;13.9;0;13.9;5.00%;5.00%;0.7;0.7;13.9;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1899592190;2docemarket;14/2/2026;11.94;0;0;0;0;0;0;0;11.94;0;11.94;5.00%;5.00%;0.6;0.6;11.94;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1899593451;2docemarket;14/2/2026;5.4;0;0;0;0;0;0;0;5.4;0;5.4;5.00%;5.00%;0.27;0.27;5.4;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1899626794;2docemarket;14/2/2026;20;0;0;0;0;0;0;0;20;0;20;5.00%;5.00%;1;1;20;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1899594117;2docemarket;14/2/2026;52.74;0;0;0;0;0;0;0;52.74;0;52.74;5.00%;5.00%;2.64;2.64;52.74;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1899628153;2docemarket;14/2/2026;6.6;0;0;0;0;0;0;0;6.6;0;6.6;5.00%;5.00%;0.33;0.33;6.6;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1899647010;2docemarket;14/2/2026;20;0;0;0;0;0;0;0;20;0;20;5.00%;5.00%;1;1;0;0;No;Pago en la aplicación;PedidosYa;Envío de PedidosYa
1899648084;2docemarket;14/2/2026;11.44;0;0;0;0;0;0;0;11.44;0;11.44;5.00%;5.00%;0.57;0.57;11.44;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1899682442;2docemarket;14/2/2026;4.01;0;0;0;0;0;0;0;4.01;0;4.01;5.00%;5.00%;0.2;0.2;4.01;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1899751139;2docemarket - 24hrs;14/2/2026;16.29;0;0;0;0.09;0;0;-0.4;16.29;0.1;16.79;5.00%;0.00%;0.84;0;16.69;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1899751573;2docemarket - 24hrs;14/2/2026;4.5;0;0.21;0;0;0;0;-0.9;4.29;0;5.19;5.00%;0.00%;0.26;0;5.19;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1899745341;2docemarket - 24hrs;14/2/2026;10;0;0;0;0;0;0;-0.7;10;0;10.7;5.00%;0.00%;0.54;0;10.7;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1899804074;2docemarket - 24hrs;14/2/2026;1.61;0;0;0;0.09;0;0;-0.4;1.61;0.1;2.11;5.00%;0.00%;0.11;0;2.01;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1899805674;2docemarket - 24hrs;14/2/2026;14.6;0;0;0;0;0;0;-0.85;14.6;0;15.45;5.00%;0.00%;0.77;0;15.45;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1899816319;2docemarket - 24hrs;15/2/2026;8.13;0;0.62;0;0;0;0;-0.7;7.51;0;8.21;5.00%;0.00%;0.41;0;8.21;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1899809017;2docemarket - 24hrs;15/2/2026;39.99;0;0;0;0;0;0;-0.7;39.99;0;40.69;5.00%;0.00%;2.03;0;40.69;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1899809526;2docemarket - 24hrs;15/2/2026;14;0;0;0;0;0;0;-0.5;14;0;14.5;5.00%;0.00%;0.73;0;14.5;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1899809672;2docemarket - 24hrs;15/2/2026;10.49;0;0.83;0;0;0;0;-0.4;9.66;0;10.06;5.00%;0.00%;0.5;0;10.06;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1899882449;2docemarket - 24hrs;15/2/2026;14.5;0;0;0;0;0;0;-0.5;14.5;0;15;5.00%;0.00%;0.75;0;15;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1899882646;2docemarket - 24hrs;15/2/2026;6.55;0;0;0;0;0;0;-0.7;6.55;0;7.25;5.00%;0.00%;0.36;0;7.25;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1899866456;2docemarket - 24hrs;15/2/2026;26.95;0;0;0;0;0;0;-0.5;26.95;0;27.45;5.00%;0.00%;1.37;0;27.45;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1899866744;2docemarket - 24hrs;15/2/2026;7.7;0;0;0;0;0;0;-0.7;7.7;0;8.4;5.00%;0.00%;0.42;0;8.4;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1899906430;2docemarket - 24hrs;15/2/2026;5.16;0;0;0;0;0;0;-0.5;5.16;0;5.66;5.00%;0.00%;0.28;0;5.66;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1899866830;2docemarket - 24hrs;15/2/2026;13.5;0;0;0;0;0;0;-0.5;13.5;0;14;5.00%;0.00%;0.7;0;14;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1899906494;2docemarket - 24hrs;15/2/2026;4;0;0;0;0;0;0;-0.4;4;0;4.4;5.00%;0.00%;0.22;0;4.4;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1899867084;2docemarket;15/2/2026;16.37;0;0;0;0;0;0;0;16.37;0;16.37;5.00%;5.00%;0.82;0.82;0;0;No;Pago en la aplicación;PedidosYa;Envío de PedidosYa
1899906839;2docemarket;15/2/2026;4;0;0;0;0;0;0;0;4;0;4;5.00%;5.00%;0.2;0.2;0;0;No;Pago en la aplicación;PedidosYa;Envío de PedidosYa
1899867727;2docemarket;15/2/2026;18.17;0;0;0;0;0;0;0;18.17;0;18.17;5.00%;5.00%;0.91;0.91;18.17;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1900090155;2docemarket;15/2/2026;8.21;0;0;0;0;0;0;0;8.21;0;8.21;5.00%;5.00%;0.41;0.41;8.21;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1900149845;2docemarket;15/2/2026;52.8;0;0;0;0;0;0;0;52.8;0;52.8;5.00%;5.00%;2.64;2.64;52.8;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1900329541;2docemarket;15/2/2026;87.42;0;1.62;0;0;0;0;0;85.8;0;85.8;5.00%;5.00%;4.29;4.29;0;0;No;Pago en la aplicación;PedidosYa;Envío de PedidosYa
1900371473;2docemarket;15/2/2026;6.3;0;0;0;0;0;0;0;6.3;0;6.3;5.00%;5.00%;0.32;0.32;6.3;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1900412120;2docemarket;15/2/2026;22.17;0;0;0;0;0;0;0;22.17;0;22.17;5.00%;5.00%;1.11;1.11;0;0;No;Pago en la aplicación;PedidosYa;Envío de PedidosYa
1900457574;2docemarket;15/2/2026;22.31;0;0;0;19.23;0;0;0;0;22.31;22.31;5.00%;5.00%;1.12;1.12;0;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1900499469;2docemarket;15/2/2026;6.5;0;0;0;0;0;0;0;6.5;0;6.5;5.00%;5.00%;0.33;0.33;6.5;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1900611600;2docemarket;15/2/2026;70.6;0;0;0;0;0;0;0;70.6;0;70.6;5.00%;5.00%;3.53;3.53;70.6;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1900611970;2docemarket;15/2/2026;8.42;0;0.32;0;0;0;0;0;8.1;0;8.1;5.00%;5.00%;0.41;0.41;8.1;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1900676758;2docemarket;15/2/2026;6.8;0;0;0;0;0;0;0;6.8;0;6.8;5.00%;5.00%;0.34;0.34;6.8;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1900727375;2docemarket;15/2/2026;11.9;0;0;0;0;0;0;0;11.9;0;11.9;5.00%;5.00%;0.6;0.6;11.9;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1900719897;2docemarket;15/2/2026;7.2;0;0;0;0;0;0;0;7.2;0;7.2;5.00%;5.00%;0.36;0.36;7.2;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1900778453;2docemarket;15/2/2026;3.3;0;0;0;0;0;0;0;3.3;0;3.3;5.00%;5.00%;0.17;0.17;3.3;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1900857644;2docemarket;15/2/2026;9.19;0;0;0;0;0;0;0;9.19;0;9.19;5.00%;5.00%;0.46;0.46;0;0;No;Pago en la aplicación;PedidosYa;Envío de PedidosYa
1900906403;2docemarket;15/2/2026;5.06;0;0;0;0;0;0;0;5.06;0;5.06;5.00%;5.00%;0.25;0.25;5.06;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1900904054;2docemarket;15/2/2026;18.02;0;0;0;0;0;0;0;18.02;0;18.02;5.00%;5.00%;0.9;0.9;0;0;No;Pago en la aplicación;PedidosYa;Envío de PedidosYa
1900912373;2docemarket;15/2/2026;9.61;0;0;0;0;0;0;0;9.61;0;9.61;5.00%;5.00%;0.48;0.48;9.61;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1900914208;2docemarket;15/2/2026;5.55;0;0.32;0;0;0;0;0;5.23;0;5.23;5.00%;5.00%;0.26;0.26;5.23;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1900955230;2docemarket;15/2/2026;19.45;0;0.51;0;0;0;0;0;18.94;0;18.94;5.00%;5.00%;0.95;0.95;18.94;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1900973980;2docemarket;15/2/2026;5.2;0;0;0;0;0;0;0;5.2;0;5.2;5.00%;5.00%;0.26;0.26;5.2;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1901032120;2docemarket - 24hrs;15/2/2026;1.61;0;0;0;0;0;0;-0.7;1.61;0;2.31;5.00%;0.00%;0.12;0;2.31;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1901032935;2docemarket - 24hrs;15/2/2026;4;0;0;0;0;0;0;-0.9;4;0;4.9;5.00%;0.00%;0.25;0;4.9;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1901033102;2docemarket - 24hrs;15/2/2026;6.8;0;1.4;0;0;0;0;-0.52;5.4;0;5.92;5.00%;0.00%;0.3;0;0;0;No;Pago en la aplicación;PedidosYa;Envío de tu local
1901099380;2docemarket - 24hrs;15/2/2026;14.49;0;1.4;0;0;0;0;-0.5;13.09;0;13.59;5.00%;0.00%;0.68;0;13.59;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1901099617;2docemarket - 24hrs;15/2/2026;8.5;0;0;0;0;0;0;-0.9;8.5;0;9.4;5.00%;0.00%;0.47;0;9.4;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1901101069;2docemarket - 24hrs;15/2/2026;9.4;0;0;0;0;0;0;-0.4;9.4;0;9.8;5.00%;0.00%;0.49;0;9.8;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1893017065;Cafein - Las Mercedes;9/2/2026;13;0;3;0;0;0;3.5;0;10;0;6.5;5.00%;20.00%;0.33;1.3;0;0;Si;Pago en la aplicación;PedidosYa;Envío de PedidosYa
1894058401;Cafein - Las Mercedes;10/2/2026;7;0;1.5;0;0;0;2;0;5.5;0;3.5;5.00%;20.00%;0.18;0.7;0;0;Si;Pago en la aplicación;PedidosYa;Envío de PedidosYa
1895543224;Cafein - Las Mercedes;11/2/2026;17;0;5;0;2.7;0;3.5;0;8.87;3.13;8.5;5.00%;20.00%;0.43;1.7;0;0;Si;Pago en la aplicación;PedidosYa;Envío de PedidosYa
1902076659;Cafein - Las Mercedes;16/2/2026;24;0;0;0;0;0;0;0;24;0;24;5.00%;20.00%;1.2;4.8;0;0;No;Pago en la aplicación;PedidosYa;Envío de PedidosYa
1902446247;Cafein - Las Mercedes;17/2/2026;25;0;0;0;0;0;0;0;25;0;25;5.00%;20.00%;1.25;5;0;0;No;Pago en la aplicación;PedidosYa;Envío de PedidosYa
1904675781;Cafein - Las Mercedes;19/2/2026;15;0;3;0;0;0;4.5;0;12;0;7.5;5.00%;20.00%;0.38;1.5;0;0;Si;Pago en la aplicación;PedidosYa;Envío de PedidosYa
1904805183;Cafein - Las Mercedes;19/2/2026;13;0;3;0;0;0;3.5;0;10;0;6.5;5.00%;20.00%;0.33;1.3;0;0;Si;Pago en la aplicación;PedidosYa;Retiro en el local
1909101817;Cafein - Las Mercedes;22/2/2026;16.5;0;5;0;0;0;3.25;0;11.5;0;8.25;5.00%;20.00%;0.41;1.65;0;0;Si;Pago fuera de la aplicación;PedidosYa;Envío de PedidosYa
1909460547;2docemarket - 24hrs;23/2/2026;4.7;0;0;0;0;0;0;-0.41;4.7;0;5.11;5.00%;0.00%;0.26;0;0;0;No;Pago en la aplicación;PedidosYa;Envío de tu local
1909446319;2docemarket - 24hrs;23/2/2026;6.85;0;0;0;0;0;0;-0.8;6.85;0;7.65;5.00%;0.00%;0.38;0;7.65;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1909446567;2docemarket - 24hrs;23/2/2026;5.23;0;0;0;0;0;0;-0.5;5.23;0;5.73;5.00%;0.00%;0.29;0;5.73;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1909461447;2docemarket - 24hrs;23/2/2026;2.24;0;0;0;0;0;0;-0.7;2.24;0;2.94;5.00%;0.00%;0.15;0;2.94;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1909446968;2docemarket - 24hrs;23/2/2026;19.3;0;0;0;0;0;0;-0.72;19.3;0;20.02;5.00%;0.00%;1;0;0;0;No;Pago en la aplicación;PedidosYa;Envío de tu local
1909461452;2docemarket - 24hrs;23/2/2026;1.84;0;0;0;0;0;0;-0.5;1.84;0;2.34;5.00%;0.00%;0.12;0;2.34;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1909446976;2docemarket - 24hrs;23/2/2026;4.58;0;0;0;4.32;0;0;0;0.07;5.01;5.08;5.00%;0.00%;0.25;0;0.07;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1909461586;2docemarket;23/2/2026;4;0;0;0;0;0;0;0;4;0;4;5.00%;5.00%;0.2;0.2;4;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1909554877;2docemarket;23/2/2026;7;0;0;0;0;0;0;0;7;0;7;5.00%;5.00%;0.35;0.35;7;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1909542412;2docemarket;23/2/2026;8;0;0;0;0;0;0;0;8;0;8;5.00%;5.00%;0.4;0.4;8;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1909778707;2docemarket;23/2/2026;8.01;0;0;0;0;0;0;0;8.01;0;8.01;5.00%;5.00%;0.4;0.4;8.01;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1909894351;2docemarket;23/2/2026;14.86;0;0;0;0;0;0;0;14.86;0;14.86;5.00%;5.00%;0.74;0.74;14.86;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1910024315;2docemarket;23/2/2026;4.6;0;0;0;0;0;0;0;4.6;0;4.6;5.00%;5.00%;0.23;0.23;4.6;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1910031859;2docemarket;23/2/2026;20;0;0;0;0;0;0;0;20;0;20;5.00%;5.00%;1;1;20;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1910025990;2docemarket;23/2/2026;20.61;0;0;0;0;0;0;0;20.61;0;20.61;5.00%;5.00%;1.03;1.03;20.61;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1910067070;2docemarket;23/2/2026;18.81;0;0;0;0;0;0;0;18.81;0;18.81;5.00%;5.00%;0.94;0.94;18.81;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1910053210;2docemarket;23/2/2026;22.46;0;0;0;0;0;0;0;22.46;0;22.46;5.00%;5.00%;1.12;1.12;22.46;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1910107007;2docemarket;23/2/2026;6.99;0;0;0;0;0;0;0;6.99;0;6.99;5.00%;5.00%;0.35;0.35;6.99;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1910244594;2docemarket;23/2/2026;40.61;0;0;0;0;0;0;0;40.61;0;40.61;5.00%;5.00%;2.03;2.03;40.61;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1910297662;2docemarket;23/2/2026;3.5;0;0;0;0;0;0;0;3.5;0;3.5;5.00%;5.00%;0.18;0.18;3.5;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1910314260;2docemarket;23/2/2026;6.4;0;0;0;0;0;0;0;6.4;0;6.4;5.00%;5.00%;0.32;0.32;6.4;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1910354617;2docemarket;23/2/2026;2;0;0;0;0;0;0;0;2;0;2;5.00%;5.00%;0.1;0.1;2;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1910332711;2docemarket;23/2/2026;9.16;0;0;0;0;0;0;0;9.16;0;9.16;5.00%;5.00%;0.46;0.46;9.16;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1910332754;2docemarket;23/2/2026;6.95;0;0;0;0;0;0;0;6.95;0;6.95;5.00%;5.00%;0.35;0.35;6.95;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1910332842;2docemarket;23/2/2026;17;0;0;0;0;0;0;0;17;0;17;5.00%;5.00%;0.85;0.85;17;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1910333946;2docemarket;23/2/2026;4;0;0;0;0;0;0;0;4;0;4;5.00%;5.00%;0.2;0.2;4;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1910424493;2docemarket - 24hrs;23/2/2026;6.1;0;0;0;0;0;0;-0.5;6.1;0;6.6;5.00%;0.00%;0.33;0;6.6;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1910459519;2docemarket - 24hrs;23/2/2026;9.39;0;0;0;0;0;0;-0.7;9.39;0;10.09;5.00%;0.00%;0.5;0;10.09;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1910425184;2docemarket - 24hrs;23/2/2026;5.2;0;0;0;5.09;0;0;0;0;5.9;5.9;5.00%;0.00%;0.3;0;0;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1910460006;2docemarket - 24hrs;23/2/2026;4.42;0;0;0;0;0;0;-0.7;4.42;0;5.12;5.00%;0.00%;0.26;0;5.12;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1910426228;2docemarket - 24hrs;24/2/2026;7.78;0;0;0;0;0;0;-0.7;7.78;0;8.48;5.00%;0.00%;0.42;0;8.48;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1910426336;2docemarket - 24hrs;24/2/2026;4.05;0;0;0;4.09;0;0;0;0;4.75;4.75;5.00%;0.00%;0.24;0;0;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1910482633;2docemarket - 24hrs;24/2/2026;6;0;0;0;0;0;0;-0.7;6;0;6.7;5.00%;0.00%;0.34;0;6.7;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1910482700;2docemarket - 24hrs;24/2/2026;10.9;0;0;0;0;0;0;-0.7;10.9;0;11.6;5.00%;0.00%;0.58;0;11.6;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1910482722;2docemarket - 24hrs;24/2/2026;6.26;0;0;0;0.84;0;0;0;5.78;0.98;6.76;5.00%;0.00%;0.34;0;5.78;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1910498830;2docemarket - 24hrs;24/2/2026;1.97;0;0;0;0;0;0;-1;1.97;0;2.97;5.00%;0.00%;0.15;0;2.97;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1910554346;2docemarket - 24hrs;24/2/2026;9.3;0;0;0;0;0;0;-0.7;9.3;0;10;5.00%;0.00%;0.5;0;10;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1910483322;2docemarket;24/2/2026;6.06;0;0;0;0;0;0;0;6.06;0;6.06;5.00%;5.00%;0.3;0.3;6.06;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1910486987;2docemarket;24/2/2026;7;0;0;0;0;0;0;0;7;0;7;5.00%;5.00%;0.35;0.35;7;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1910592280;2docemarket;24/2/2026;9.44;0;1.23;0;0;0;0;0;8.21;0;8.21;5.00%;5.00%;0.41;0.41;8.21;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1910677831;2docemarket;24/2/2026;25.92;0;0;0;2.07;0;0;0;23.52;2.4;25.92;5.00%;5.00%;1.3;1.3;0;0;No;Pago en la aplicación;PedidosYa;Envío de PedidosYa
1910678271;2docemarket;24/2/2026;15.2;0;0;0;0;0;0;0;15.2;0;15.2;5.00%;5.00%;0.76;0.76;0;0;No;Pago fuera de la aplicación;PedidosYa;Envío de PedidosYa
1910682077;2docemarket;24/2/2026;7.25;0;0;0;0;0;0;0;7.25;0;7.25;5.00%;5.00%;0.36;0.36;7.25;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1910963241;2docemarket;24/2/2026;37.7;0;0;0;0;0;0;0;37.7;0;37.7;5.00%;5.00%;1.89;1.89;0;0;No;Pago fuera de la aplicación;PedidosYa;Envío de PedidosYa
1911120550;2docemarket;24/2/2026;7.6;0;0;0;0;0;0;0;7.6;0;7.6;5.00%;5.00%;0.38;0.38;7.6;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1911297503;2docemarket;24/2/2026;9.61;0;0;0;0;0;0;0;9.61;0;9.61;5.00%;5.00%;0.48;0.48;9.61;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1911344782;2docemarket;24/2/2026;15.11;0;0;0;0;0;0;0;15.11;0;15.11;5.00%;5.00%;0.76;0.76;15.11;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1911376862;2docemarket;24/2/2026;6.99;0;0;0;0;0;0;0;6.99;0;6.99;5.00%;5.00%;0.35;0.35;6.99;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1911483155;2docemarket;24/2/2026;11.07;0;0;0;0;0;0;0;11.07;0;11.07;5.00%;5.00%;0.55;0.55;11.07;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1911550066;2docemarket - 24hrs;24/2/2026;27.5;0;0;0;0;0;0;-0.4;27.5;0;27.9;5.00%;0.00%;1.4;0;27.9;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
