Numero de Pedido;Sucursal;Fecha de Pedido;Monto bruto de la venta;Descuento comercial neto otorgado x PeYa;Descuento otorgado por el local;Cupon otorgado por el local;Desc. neto otorgado por Peya a usuarios;Descuentos neto por Retiro en el local;Descuento por Comodín pago por el local;Envío a cargo del local;Monto neto de la Venta ($);Descuentos PedidosYa a cobrar ($);Monto comisionable Servicios PedidosYa;Servicio Ventas PedidosYA (%);Servicio Logística PedidosYA (%);Servicio Ventas PedidoYa ($);Servicio Logística PedidosYa ($);Monto venta + envió cobrado por el local;Descuento tarifa de servicio al cliente;Pedido con Comodin;Método de pago;Cobrado por;Método de entrega
1931640076;2docemarket - 24hrs;13/3/2026;76.12;0;0;0;0;0;0;-0.5;76.12;0;76.62;5.00%;0.00%;3.83;0;76.62;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1931640813;2docemarket - 24hrs;13/3/2026;4.1;0;0;0;0;0;0;-0.4;4.1;0;4.5;5.00%;0.00%;0.23;0;4.5;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1931670745;2docemarket - 24hrs;13/3/2026;40;0;0;0;0;0;0;-0.7;40;0;40.7;5.00%;0.00%;2.04;0;40.7;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1931671216;2docemarket - 24hrs;13/3/2026;11.3;0;0;0;0;0;0;-0.7;11.3;0;12;5.00%;0.00%;0.6;0;12;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1931673737;2docemarket - 24hrs;13/3/2026;2.2;0;0;0;0;0;0;-0.7;2.2;0;2.9;5.00%;0.00%;0.15;0;2.9;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1931674031;2docemarket - 24hrs;13/3/2026;44.64;0;0;0;1.72;0;0;0;43.5;1.99;45.49;5.00%;0.00%;2.27;0;43.5;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1931692669;2docemarket - 24hrs;13/3/2026;19.2;0;0;0;0;0;0;-0.7;19.2;0;19.9;5.00%;0.00%;1;0;19.9;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1931722523;2docemarket - 24hrs;13/3/2026;8.51;0;0;0;0;0;0;-0.5;8.51;0;9.01;5.00%;0.00%;0.45;0;9.01;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1931746430;2docemarket - 24hrs;14/3/2026;4.1;0;0;0;0;0;0;-0.5;4.1;0;4.6;5.00%;0.00%;0.23;0;4.6;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1931694415;2docemarket - 24hrs;14/3/2026;4.7;0;0;0;0;0;0;-0.5;4.7;0;5.2;5.00%;0.00%;0.26;0;5.2;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1931746638;2docemarket - 24hrs;14/3/2026;8.5;0;0;0;0;0;0;-0.7;8.5;0;9.2;5.00%;0.00%;0.46;0;9.2;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1931747207;2docemarket - 24hrs;14/3/2026;7.75;0;0;0;0;0;0;-0.5;7.75;0;8.25;5.00%;0.00%;0.41;0;8.25;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1931747443;2docemarket - 24hrs;14/3/2026;10.4;0;0;0;0;0;0;-0.52;10.4;0;10.92;5.00%;0.00%;0.55;0;0;0;No;Pago en la aplicación;PedidosYa;Envío de tu local
1931747800;2docemarket - 24hrs;14/3/2026;8.5;0;0;0;0;0;0;-0.7;8.5;0;9.2;5.00%;0.00%;0.46;0;9.2;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1931748114;2docemarket - 24hrs;14/3/2026;10.42;0;0;0;0;0;0;-0.7;10.42;0;11.12;5.00%;0.00%;0.56;0;11.12;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1931748142;2docemarket - 24hrs;14/3/2026;16.42;0;0;0;0;0;0;-0.4;16.42;0;16.82;5.00%;0.00%;0.84;0;16.82;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1931763488;2docemarket - 24hrs;14/3/2026;4.02;0;0;0;0;0;0;-0.4;4.02;0;4.42;5.00%;0.00%;0.22;0;4.42;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1931763608;2docemarket - 24hrs;14/3/2026;28.24;0;0;0;0;0;0;-0.7;28.24;0;28.94;5.00%;0.00%;1.45;0;28.94;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1931748392;2docemarket - 24hrs;14/3/2026;10.71;0;0;0;0;0;0;-0.5;10.71;0;11.21;5.00%;0.00%;0.56;0;11.21;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1931763682;2docemarket - 24hrs;14/3/2026;8.2;0;0;0;0;0;0;-0.7;8.2;0;8.9;5.00%;0.00%;0.45;0;8.9;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1931748443;2docemarket - 24hrs;14/3/2026;3.5;0;0;0;0;0;0;-0.7;3.5;0;4.2;5.00%;0.00%;0.21;0;4.2;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1931763820;2docemarket;14/3/2026;16.02;0;0;0;0;0;0;0;16.02;0;16.02;5.00%;5.00%;0.8;0.8;16.02;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1931764013;2docemarket;14/3/2026;4.1;0;0;0;0;0;0;0;4.1;0;4.1;5.00%;5.00%;0.21;0.21;4.1;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1931772627;2docemarket;14/3/2026;36.28;0;0.18;0;0;0;0;0;36.1;0;36.1;5.00%;5.00%;1.81;1.81;0;0;No;Pago fuera de la aplicación;PedidosYa;Envío de PedidosYa
1931773283;2docemarket;14/3/2026;7;0;0;0;0;0;0;0;7;0;7;5.00%;5.00%;0.35;0.35;7;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1931878144;2docemarket;14/3/2026;6.69;0;0.18;0;0;0;0;0;6.51;0;6.51;5.00%;5.00%;0.33;0.33;6.51;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1931878704;2docemarket;14/3/2026;3.25;0;0;0;0;0;0;0;3.25;0;3.25;5.00%;5.00%;0.16;0.16;3.25;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1931999582;2docemarket;14/3/2026;26.06;0;0;0;0;0;0;0;26.06;0;26.06;5.00%;5.00%;1.3;1.3;26.06;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1932052985;2docemarket;14/3/2026;7.61;0;0;0;0;0;0;0;7.61;0;7.61;5.00%;5.00%;0.38;0.38;7.61;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1932219193;2docemarket;14/3/2026;7.2;0;0;0;0;0;0;0;7.2;0;7.2;5.00%;5.00%;0.36;0.36;0;0;No;Pago en la aplicación;PedidosYa;Envío de PedidosYa
1932208613;2docemarket;14/3/2026;27.11;0;0;0;0;0;0;0;27.11;0;27.11;5.00%;5.00%;1.36;1.36;27.11;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1932252335;2docemarket;14/3/2026;23.7;0;0;0;0;0;0;0;23.7;0;23.7;5.00%;5.00%;1.19;1.19;23.7;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1932254226;2docemarket;14/3/2026;8.99;0;0;0;0;0;0;0;8.99;0;8.99;5.00%;5.00%;0.45;0.45;8.99;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1932335966;2docemarket;14/3/2026;28.43;0;0;0;0.15;0;0;0;28.26;0.17;28.43;5.00%;5.00%;1.42;1.42;28.26;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1932372114;2docemarket;14/3/2026;8;0;0;0;0;0;0;0;8;0;8;5.00%;5.00%;0.4;0.4;0;0;No;Pago en la aplicación;PedidosYa;Envío de PedidosYa
1932414434;2docemarket;14/3/2026;18.67;0;0;0;0;0;0;0;18.67;0;18.67;5.00%;5.00%;0.93;0.93;0;0;No;Pago fuera de la aplicación;PedidosYa;Envío de PedidosYa
1932416203;2docemarket;14/3/2026;7.6;0;0;0;0;0;0;0;7.6;0;7.6;5.00%;5.00%;0.38;0.38;7.6;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1932452077;2docemarket;14/3/2026;5.99;0;0;0;0;0;0;0;5.99;0;5.99;5.00%;5.00%;0.3;0.3;0;0;No;Pago fuera de la aplicación;PedidosYa;Envío de PedidosYa
1932631158;2docemarket;14/3/2026;28.76;0;0;0;0;0;0;0;28.76;0;28.76;5.00%;5.00%;1.44;1.44;28.76;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1932632103;2docemarket;14/3/2026;6.4;0;0;0;0;0;0;0;6.4;0;6.4;5.00%;5.00%;0.32;0.32;6.4;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1932617313;2docemarket;14/3/2026;7.03;0;0;0;0;0;0;0;7.03;0;7.03;5.00%;5.00%;0.35;0.35;0;0;No;Pago en la aplicación;PedidosYa;Envío de PedidosYa
1932615108;2docemarket;14/3/2026;3;0;0;0;0;0;0;0;3;0;3;5.00%;5.00%;0.15;0.15;3;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1932676441;2docemarket;14/3/2026;22.79;0;0;0;0;0;0;0;22.79;0;22.79;5.00%;5.00%;1.14;1.14;22.79;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1932696398;2docemarket;14/3/2026;57.54;0;0.72;0;0;0;0;0;56.82;0;56.82;5.00%;5.00%;2.84;2.84;0;0;No;Pago en la aplicación;PedidosYa;Envío de PedidosYa
1932681523;2docemarket;14/3/2026;34.46;0;0;0;0;0;0;0;34.46;0;34.46;5.00%;5.00%;1.72;1.72;0;0;No;Pago en la aplicación;PedidosYa;Envío de PedidosYa
1932745529;2docemarket;14/3/2026;11.08;0;0;0;0;0;0;0;11.08;0;11.08;5.00%;5.00%;0.55;0.55;11.08;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1932787760;2docemarket;14/3/2026;12.45;0;0;0;0;0;0;0;12.45;0;12.45;5.00%;5.00%;0.62;0.62;12.45;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1932797954;2docemarket;14/3/2026;15.39;0;0;0;0;0;0;0;15.39;0;15.39;5.00%;5.00%;0.77;0.77;15.39;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1932791842;2docemarket;14/3/2026;5.65;0;0;0;0;0;0;0;5.65;0;5.65;5.00%;5.00%;0.28;0.28;5.65;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1932801402;2docemarket;14/3/2026;28.99;0;0;0;0;0;0;0;28.99;0;28.99;5.00%;5.00%;1.45;1.45;28.99;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1932860694;2docemarket;14/3/2026;13.31;0;0;0;1.38;0;0;0;11.71;1.6;13.31;5.00%;5.00%;0.67;0.67;11.71;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1932860946;2docemarket;14/3/2026;42.63;0;0;0;0;0;0;0;42.63;0;42.63;5.00%;5.00%;2.13;2.13;42.63;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1932855102;2docemarket;14/3/2026;27.09;0;0;0;0;0;0;0;27.09;0;27.09;5.00%;5.00%;1.35;1.35;27.09;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1932858107;2docemarket;14/3/2026;8.5;0;0;0;0;0;0;0;8.5;0;8.5;5.00%;5.00%;0.43;0.43;8.5;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1932906493;2docemarket;14/3/2026;13.54;0;0.18;0;0;0;0;0;13.36;0;13.36;5.00%;5.00%;0.67;0.67;13.36;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1932909205;2docemarket;14/3/2026;97.65;0;0;0;0;0;0;0;97.65;0;97.65;5.00%;5.00%;4.88;4.88;97.65;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1932912381;2docemarket;14/3/2026;17.39;0;0;0;0;0;0;0;17.39;0;17.39;5.00%;5.00%;0.87;0.87;17.39;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1932954411;2docemarket;14/3/2026;75.49;0;0;0;0;0;0;0;75.49;0;75.49;5.00%;5.00%;3.77;3.77;0;0;No;Pago en la aplicación;PedidosYa;Envío de PedidosYa
1933019538;2docemarket - 24hrs;14/3/2026;35.99;0;0;0;0.19;0;0;-0.48;35.99;0.22;36.69;5.00%;0.00%;1.83;0;36.47;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1933012911;2docemarket - 24hrs;14/3/2026;10.7;0;0;0;0;0;0;-0.5;10.7;0;11.2;5.00%;0.00%;0.56;0;11.2;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1933014195;2docemarket - 24hrs;14/3/2026;16.1;0;0;0;0;0;0;-0.8;16.1;0;16.9;5.00%;0.00%;0.85;0;16.9;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1933014424;2docemarket - 24hrs;14/3/2026;4.1;0;0;0;0;0;0;-0.7;4.1;0;4.8;5.00%;0.00%;0.24;0;4.8;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1933014557;2docemarket - 24hrs;14/3/2026;10.5;0;0;0;0;0;0;-0.5;10.5;0;11;5.00%;0.00%;0.55;0;11;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1933016998;2docemarket - 24hrs;14/3/2026;28.25;0;0;0;0;0;0;-0.4;28.25;0;28.65;5.00%;0.00%;1.43;0;28.65;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1933053491;2docemarket - 24hrs;14/3/2026;7;0;0;0;0;0;0;-0.5;7;0;7.5;5.00%;0.00%;0.38;0;7.5;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1933083056;2docemarket - 24hrs;14/3/2026;16;0;0;0;8.19;0;0;0;7.32;9.5;16.82;5.00%;0.00%;0.84;0;0;0;No;Pago en la aplicación;PedidosYa;Envío de tu local
1933055377;2docemarket - 24hrs;14/3/2026;9.19;0;0;0;0;0;0;-0.4;9.19;0;9.59;5.00%;0.00%;0.48;0;9.59;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1933056409;2docemarket - 24hrs;14/3/2026;6.5;0;0;0;0;0;0;-0.4;6.5;0;6.9;5.00%;0.00%;0.35;0;6.9;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1933057927;2docemarket - 24hrs;15/3/2026;6.1;0;0;0;0;0;0;-0.7;6.1;0;6.8;5.00%;0.00%;0.34;0;6.8;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1933057983;2docemarket - 24hrs;15/3/2026;10.86;0;0;0;0;0;0;-0.7;10.86;0;11.56;5.00%;0.00%;0.58;0;11.56;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1933086505;2docemarket - 24hrs;15/3/2026;10.53;0;0;0;0;0;0;-0.5;10.53;0;11.03;5.00%;0.00%;0.55;0;11.03;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1933086664;2docemarket - 24hrs;15/3/2026;29.24;0;0;0;0;0;0;-0.4;29.24;0;29.64;5.00%;0.00%;1.48;0;29.64;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1933146404;2docemarket - 24hrs;15/3/2026;13.86;0;0;0;0;0;0;-0.5;13.86;0;14.36;5.00%;0.00%;0.72;0;14.36;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1933171201;2docemarket - 24hrs;15/3/2026;3.8;0;0;0;0;0;0;-0.5;3.8;0;4.3;5.00%;0.00%;0.22;0;4.3;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1933147365;2docemarket - 24hrs;15/3/2026;8;0;0;0;0;0;0;-0.5;8;0;8.5;5.00%;0.00%;0.43;0;8.5;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1933147381;2docemarket - 24hrs;15/3/2026;8.56;0;0;0;0;0;0;-0.5;8.56;0;9.06;5.00%;0.00%;0.45;0;9.06;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1933147471;2docemarket - 24hrs;15/3/2026;11.7;0;0;0;0;0;0;-0.72;11.7;0;12.42;5.00%;0.00%;0.62;0;0;0;No;Pago en la aplicación;PedidosYa;Envío de tu local
1933171572;2docemarket - 24hrs;15/3/2026;28;0;0;0;0;0;0;-0.7;28;0;28.7;5.00%;0.00%;1.44;0;28.7;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1933147529;2docemarket - 24hrs;15/3/2026;4.1;0;0;0;0;0;0;-0.7;4.1;0;4.8;5.00%;0.00%;0.24;0;4.8;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1933171587;2docemarket - 24hrs;15/3/2026;10;0;0;0;0;0;0;-0.7;10;0;10.7;5.00%;0.00%;0.54;0;10.7;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1933171676;2docemarket;15/3/2026;90.26;0;0;0;0;0;0;0;90.26;0;90.26;5.00%;5.00%;4.51;4.51;90.26;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1933148274;2docemarket;15/3/2026;4.51;0;0;0;0;0;0;0;4.51;0;4.51;5.00%;5.00%;0.23;0.23;4.51;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1933153560;2docemarket;15/3/2026;10.51;0;0;0;0;0;0;0;10.51;0;10.51;5.00%;5.00%;0.53;0.53;10.51;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1933235097;2docemarket;15/3/2026;13.04;0;0;0;0;0;0;0;13.04;0;13.04;5.00%;5.00%;0.65;0.65;13.04;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1933244358;2docemarket;15/3/2026;12.44;0;0;0;0;0;0;0;12.44;0;12.44;5.00%;5.00%;0.62;0.62;12.44;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1933249214;2docemarket;15/3/2026;9.58;0;0;0;0;0;0;0;9.58;0;9.58;5.00%;5.00%;0.48;0.48;9.58;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1933250094;2docemarket;15/3/2026;14.89;0;0;0;0;0;0;0;14.89;0;14.89;5.00%;5.00%;0.74;0.74;0;0;No;Pago fuera de la aplicación;PedidosYa;Envío de PedidosYa
1933300332;2docemarket;15/3/2026;18.6;0;0;0;0;0;0;0;18.6;0;18.6;5.00%;5.00%;0.93;0.93;18.6;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1933422708;2docemarket;15/3/2026;4.03;0;0;0;0;0;0;0;4.03;0;4.03;5.00%;5.00%;0.2;0.2;0;0;No;Pago fuera de la aplicación;PedidosYa;Envío de PedidosYa
1933482957;2docemarket;15/3/2026;14.95;0;0;0;1.99;0;0;0;12.64;2.31;14.95;5.00%;5.00%;0.75;0.75;12.64;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1933486942;2docemarket;15/3/2026;28.01;0;0;0;0;0;0;0;28.01;0;28.01;5.00%;5.00%;1.4;1.4;28.01;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1933534536;2docemarket;15/3/2026;21.68;0;0;0;0;0;0;0;21.68;0;21.68;5.00%;5.00%;1.08;1.08;21.68;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1933534718;2docemarket;15/3/2026;3.51;0;0;0;0;0;0;0;3.51;0;3.51;5.00%;5.00%;0.18;0.18;3.51;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1933544708;2docemarket;15/3/2026;3.31;0;0;0;0;0;0;0;3.31;0;3.31;5.00%;5.00%;0.17;0.17;3.31;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1933675032;2docemarket;15/3/2026;19.01;0;0;0;0;0;0;0;19.01;0;19.01;5.00%;5.00%;0.95;0.95;19.01;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1933689601;2docemarket;15/3/2026;17.76;0;0;0;0;0;0;0;17.76;0;17.76;5.00%;5.00%;0.89;0.89;17.76;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1933764195;2docemarket;15/3/2026;30.43;0;0;0;0;0;0;0;30.43;0;30.43;5.00%;5.00%;1.52;1.52;30.43;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1933804693;2docemarket;15/3/2026;8.35;0;0;0;0;0;0;0;8.35;0;8.35;5.00%;5.00%;0.42;0.42;8.35;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1933806505;2docemarket;15/3/2026;8.51;0;0;0;0;0;0;0;8.51;0;8.51;5.00%;5.00%;0.43;0.43;8.51;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1933809064;2docemarket;15/3/2026;12.8;0;0;0;0;0;0;0;12.8;0;12.8;5.00%;5.00%;0.64;0.64;12.8;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1933840682;2docemarket;15/3/2026;19.52;0;0;0;0;0;0;0;19.52;0;19.52;5.00%;5.00%;0.98;0.98;19.52;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1933878758;2docemarket;15/3/2026;15.61;0;0.62;0;0;0;0;0;14.99;0;14.99;5.00%;5.00%;0.75;0.75;14.99;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1933894565;2docemarket;15/3/2026;4.02;0;0.62;0;0;0;0;0;3.4;0;3.4;5.00%;5.00%;0.17;0.17;3.4;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1933882111;2docemarket;15/3/2026;27.89;0;0;0;0;0;0;0;27.89;0;27.89;5.00%;5.00%;1.39;1.39;27.89;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1933926952;2docemarket;15/3/2026;13.51;0;0;0;0;0;0;0;13.51;0;13.51;5.00%;5.00%;0.68;0.68;0;0;No;Pago en la aplicación;PedidosYa;Envío de PedidosYa
1933927011;2docemarket;15/3/2026;52.77;0;0;0;0;0;0;0;52.77;0;52.77;5.00%;5.00%;2.64;2.64;52.77;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1933963767;2docemarket;15/3/2026;22.81;0;0;0;0;0;0;0;22.81;0;22.81;5.00%;5.00%;1.14;1.14;22.81;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1934034879;2docemarket;15/3/2026;38.01;0;0;0;0;0;0;0;38.01;0;38.01;5.00%;5.00%;1.9;1.9;0;0;No;Pago en la aplicación;PedidosYa;Envío de PedidosYa
1934038396;2docemarket;15/3/2026;13.79;0;0;0;0;0;0;0;13.79;0;13.79;5.00%;5.00%;0.69;0.69;13.79;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1934079881;2docemarket;15/3/2026;124.38;0;7.52;0;0;0;0;0;116.86;0;116.86;5.00%;5.00%;5.84;5.84;116.86;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1934133997;2docemarket;15/3/2026;15.61;0;0;0;0;0;0;0;15.61;0;15.61;5.00%;5.00%;0.78;0.78;15.61;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1934144290;2docemarket;15/3/2026;7.44;0;0;0;0;0;0;0;7.44;0;7.44;5.00%;5.00%;0.37;0.37;0;0;No;Pago en la aplicación;PedidosYa;Envío de PedidosYa
1934207949;2docemarket;15/3/2026;31;0;0;0;0;0;0;0;31;0;31;5.00%;5.00%;1.55;1.55;31;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1934208168;2docemarket;15/3/2026;3.5;0;0;0;0;0;0;0;3.5;0;3.5;5.00%;5.00%;0.18;0.18;3.5;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1934261490;2docemarket;15/3/2026;6.3;0;0;0;0;0;0;0;6.3;0;6.3;5.00%;5.00%;0.32;0.32;6.3;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1934250206;2docemarket;15/3/2026;16.08;0;0;0;0;0;0;0;16.08;0;16.08;5.00%;5.00%;0.8;0.8;16.08;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1934300103;2docemarket;15/3/2026;23.2;0;0;0;0;0;0;0;23.2;0;23.2;5.00%;5.00%;1.16;1.16;23.2;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1934355980;2docemarket;15/3/2026;16.24;0;0;0;0;0;0;0;16.24;0;16.24;5.00%;5.00%;0.81;0.81;16.24;0;No;Pago fuera de la aplicación;Tu Local;Envío de PedidosYa
1934394660;2docemarket;15/3/2026;4.92;0;0;0;0;0;0;0;4.92;0;4.92;5.00%;5.00%;0.25;0.25;0;0;No;Pago en la aplicación;PedidosYa;Envío de PedidosYa
1934410172;2docemarket - 24hrs;15/3/2026;7;0;0;0;0;0;0;-0.7;7;0;7.7;5.00%;0.00%;0.39;0;7.7;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1934458346;2docemarket - 24hrs;15/3/2026;21.61;0;0;0;0;0;0;-0.5;21.61;0;22.11;5.00%;0.00%;1.11;0;22.11;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1934467511;2docemarket - 24hrs;15/3/2026;6.4;0;0;0;0;0;0;-0.7;6.4;0;7.1;5.00%;0.00%;0.36;0;7.1;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1934459590;2docemarket - 24hrs;15/3/2026;1.8;0;0;0;0;0;0;-0.7;1.8;0;2.5;5.00%;0.00%;0.13;0;2.5;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1934459922;2docemarket - 24hrs;15/3/2026;4.1;0;0;0;0;0;0;-0.7;4.1;0;4.8;5.00%;0.00%;0.24;0;4.8;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1934469611;2docemarket - 24hrs;15/3/2026;17.92;0;0;0;0;0;0;-0.7;17.92;0;18.62;5.00%;0.00%;0.93;0;18.62;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1934469965;2docemarket - 24hrs;15/3/2026;4.1;0;0;0;0;0;0;-0.7;4.1;0;4.8;5.00%;0.00%;0.24;0;4.8;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1934470059;2docemarket - 24hrs;15/3/2026;13.45;0;0;0;0;0;0;-0.9;13.45;0;14.35;5.00%;0.00%;0.72;0;14.35;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1934470212;2docemarket - 24hrs;15/3/2026;19.27;0;0;0;0;0;0;-0.5;19.27;0;19.77;5.00%;0.00%;0.99;0;19.77;0;No;Pago fuera de la aplicación;Tu Local;Envío de tu local
1930597899;Cafein - Las Mercedes;13/3/2026;26;0;0;0;0;0;0;0;26;0;26;5.00%;20.00%;1.3;5.2;0;0;No;Pago en la aplicación;PedidosYa;Envío de PedidosYa
1932382728;Cafein - Las Mercedes;14/3/2026;14;0;0;0;0;0;0;0;14;0;14;5.00%;20.00%;0.7;2.8;0;0;No;Pago en la aplicación;PedidosYa;Envío de PedidosYa
1933357859;Cafein - Las Mercedes;15/3/2026;18.5;0;5;0;0;0;4.25;0;13.5;0;9.25;5.00%;20.00%;0.46;1.85;0;0;Si;Pago en la aplicación;PedidosYa;Envío de PedidosYa
1934143125;Cafein - Las Mercedes;15/3/2026;15;0;3;0;0;0;4.5;0;12;0;7.5;5.00%;20.00%;0.38;1.5;0;0;Si;Pago en la aplicación;PedidosYa;Envío de PedidosYa
